0;0;0;0;land;false;unknown;0
1;253;87;240;land;false;plains;1
2;185;251;236;land;false;plains;1
3;204;242;237;land;false;plains;1
4;210;253;96;land;true;plains;1
5;186;228;226;land;false;plains;1
6;231;234;174;land;false;plains;1
7;243;157;186;land;true;plains;1
8;243;211;158;land;false;plains;1
9;239;222;161;land;false;plains;1
10;129;199;214;land;false;plains;1
11;187;145;225;land;false;plains;1
12;157;129;253;land;false;hills;1
13;202;102;249;land;false;mountain;1
14;210;64;252;land;false;plains;1
15;181;140;219;land;false;plains;1
16;212;250;108;land;false;mountain;1
17;137;240;129;land;false;plains;1
18;233;101;195;land;false;plains;1
19;240;188;233;land;true;plains;1
20;191;215;100;land;false;plains;1
21;133;232;183;land;false;plains;1
22;197;178;164;land;false;plains;1
23;119;245;240;land;true;plains;1
24;243;186;241;land;false;plains;1
25;221;138;223;land;true;plains;1
26;139;167;244;land;false;plains;1
27;244;234;110;land;false;plains;1
28;240;59;214;land;false;plains;1
29;212;161;183;land;false;plains;1
30;241;246;77;land;false;plains;1
31;182;217;107;land;false;plains;1
32;88;190;226;land;false;plains;1
33;230;155;177;land;false;plains;1
34;227;87;207;land;false;forest;1
35;208;219;140;land;false;plains;1
36;254;144;124;land;false;plains;1
37;160;231;161;land;false;plains;1
38;190;250;252;land;false;plains;1
39;251;123;148;land;true;plains;1
40;97;224;231;land;false;plains;1
41;174;222;195;land;false;plains;1
42;141;161;253;land;false;plains;1
43;206;141;241;land;false;plains;1
44;105;242;248;land;false;hills;1
45;238;229;247;land;false;plains;1
46;163;161;251;land;false;desert;1
47;111;241;158;land;false;mountain;1
48;162;111;254;land;false;plains;1
49;246;61;245;land;false;desert;1
50;183;203;135;land;true;plains;1
51;29;230;245;land;false;plains;1
52;128;245;204;land;false;plains;1
53;230;82;228;land;false;plains;1
54;253;104;173;land;false;forest;1
55;93;242;224;land;false;plains;1
56;209;229;183;land;false;plains;1
57;234;222;76;land;false;plains;1
58;200;153;251;land;true;plains;1
59;168;205;155;land;false;plains;1
60;220;97;235;land;false;plains;1
61;180;173;151;land;false;plains;1
62;32;253;216;land;false;plains;1
63;211;105;219;land;true;forest;1
64;139;176;210;land;false;plains;1
65;196;187;149;land;false;plains;1
66;248;169;191;land;false;plains;1
67;234;171;224;land;false;forest;1
68;174;200;173;land;false;plains;1
69;185;121;232;land;false;plains;1
70;245;78;245;land;false;plains;1
71;162;157;196;land;false;plains;1
72;185;231;125;land;false;plains;1
73;185;221;243;land;false;plains;1
74;251;216;62;land;true;plains;1
75;202;142;174;land;false;plains;1
76;215;100;217;land;false;plains;1
77;249;215;128;land;false;plains;1
