1;arms_factory;3384.00;11.00;555.00;2.98;0
1;arms_factory;3398.00;11.00;554.00;4.76;0
1;arms_factory;3428.00;9.75;523.00;2.61;0
1;arms_factory;3396.00;11.07;547.00;2.71;0
1;arms_factory;3388.00;10.55;537.00;0.55;0
1;arms_factory;3360.00;10.80;552.00;3.21;0
1;industrial_complex;3348.00;10.50;514.00;4.77;0
1;industrial_complex;3362.00;10.25;512.00;1.16;0
1;industrial_complex;3364.00;10.70;542.00;5.28;0
1;industrial_complex;3357.00;10.23;505.00;0.20;0
1;industrial_complex;3388.00;11.00;560.00;3.22;0
1;industrial_complex;3341.00;10.40;539.00;5.88;0
1;air_base;3388.00;9.78;494.00;2.26;0
1;supply_node;3404.00;11.05;544.00;0.72;0
1;supply_node;3369.00;10.05;508.00;3.30;0
1;supply_node;3383.00;9.90;507.00;6.24;0
1;supply_node;3359.00;10.20;527.00;1.43;0
1;supply_node;3395.00;10.20;505.00;5.47;0
1;supply_node;3389.00;10.55;523.00;2.12;0
1;supply_node;3339.00;10.28;498.00;3.61;0
1;supply_node;3416.00;9.80;498.00;1.36;0
1;supply_node;3396.00;9.70;483.00;2.84;0
1;supply_node;3338.00;10.50;515.00;5.77;0
1;supply_node;3393.00;11.05;551.00;3.54;0
1;supply_node;3414.00;9.70;488.00;5.01;0
1;supply_node;3347.00;10.50;537.00;1.67;0
1;supply_node;3405.00;9.95;514.00;4.25;0
1;supply_node;3360.00;10.65;547.00;0.90;0
1;supply_node;3425.00;9.90;525.00;3.84;0
1;supply_node;3376.00;10.80;550.00;0.14;0
1;supply_node;3389.00;9.78;491.00;3.08;0
1;supply_node;3384.00;11.00;558.00;4.56;0
1;supply_node;3357.00;10.20;511.00;2.31;0
1;supply_node;3388.00;10.60;540.00;5.25;0
1;supply_node;3370.00;10.80;539.00;0.45;0
1;supply_node;3417.00;10.50;539.00;4.49;0
1;supply_node;3335.00;10.40;535.00;5.96;0
1;supply_node;3380.00;10.48;532.00;2.61;0
1;supply_node;3327.00;10.40;528.00;5.20;0
1;supply_node;3398.00;10.57;530.00;1.85;0
1;supply_node;3410.00;10.35;527.00;4.79;0
1;supply_node;3370.00;10.30;525.00;1.09;0
1;supply_node;3347.00;10.60;522.00;4.03;0
1;supply_node;3378.00;10.30;518.00;5.50;0
1;supply_node;3431.00;9.70;513.00;3.26;0
1;supply_node;3419.00;9.70;514.00;6.20;0
1;supply_node;3353.00;10.25;500.00;1.39;0
1;supply_node;3377.00;9.70;498.00;5.43;0
1;supply_node;3404.00;10.20;495.00;0.63;0
1;supply_node;3365.00;10.00;495.00;3.57;0
1;supply_node;3350.00;9.70;487.00;1.33;0
1;supply_node;3372.00;9.70;487.00;2.80;0
1;supply_node;3339.00;9.88;485.00;5.74;0
1;supply_node;3363.00;9.70;486.00;2.04;0
1;bunker;3388.00;9.88;502.00;3.52;0
1;bunker;3401.00;9.70;482.00;5.08;0
1;bunker;3329.00;10.40;522.00;2.92;0
1;bunker;3389.00;10.60;539.00;5.58;0
1;bunker;3391.00;10.00;495.00;1.96;0
1;bunker;3365.00;10.32;529.00;4.98;0
1;bunker;3404.00;11.00;547.00;6.19;0
1;bunker;3351.00;10.65;543.00;4.03;0
1;bunker;3412.00;9.70;512.00;0.41;0
1;bunker;3350.00;10.40;525.00;1.97;0
1;bunker;3363.00;10.23;518.00;4.63;0
1;bunker;3399.00;10.43;524.00;2.47;0
1;bunker;3373.00;9.90;501.00;5.14;0
1;bunker;3341.00;10.00;492.00;0.41;0
1;bunker;3374.00;9.73;495.00;4.54;0
